Desc	Family ID	Adohon	Amytra	Arcpla	Bicany	Bommor	Calcec	Cydspl	Danple	Heldem	Hellat	Helmel	Hylves	Hypkah	Juncoe	Leracc	Mansex	Melcin	Opebru	Ostnub	Papgla	Papmac	Pappol	Papxut	Phosen	Pienap	Ploint	Pluxyl	Spofru	Tricni	Vancar
(null)	2715	1	1	1	1	1	1	1	1	1	4	1	1	1	1	2	2	3	1	1	1	1	1	1	2	1	3	2	1	1	1
(null)	2716	1	2	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	2	3	1	1	2	2	1
(null)	2717	1	1	1	1	1	2	1	1	3	2	1	1	1	1	2	1	2	4	1	2	1	1	1	0	2	2	1	1	1	1
(null)	2718	2	1	1	3	1	0	0	2	1	0	1	3	0	1	2	3	1	2	3	1	1	1	1	2	1	2	0	2	2	1
(null)	2719	1	1	1	1	1	2	1	1	3	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	3	3	1	1	3	1
(null)	2720	2	2	2	1	0	1	1	1	1	1	2	1	2	2	1	1	1	2	2	0	1	1	2	2	0	2	1	2	2	2
(null)	2721	1	1	2	1	3	1	1	2	1	3	1	2	1	1	1	1	1	0	3	1	2	1	2	2	1	1	1	1	1	1
(null)	2722	2	1	1	1	1	2	1	1	1	3	1	1	1	1	3	2	2	1	1	2	1	2	1	1	1	1	2	1	1	1
(null)	2723	1	1	1	2	2	2	1	1	1	2	2	1	2	1	1	0	2	3	1	2	1	1	2	1	2	1	1	1	1	1
(null)	2724	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	4	1	2	1	3	2	1	1	2	1	1	1	1	1
(null)	2725	3	3	0	1	2	2	3	1	1	1	3	1	2	1	1	1	1	2	1	0	1	1	1	1	1	1	1	1	2	1
(null)	2726	2	1	1	1	2	2	1	1	1	1	2	2	1	1	3	1	1	2	1	1	1	1	1	2	1	1	1	2	2	1
(null)	2727	2	1	1	3	1	1	1	1	1	1	1	4	1	1	1	2	1	2	1	1	1	0	2	3	1	2	1	1	1	1
(null)	2728	1	1	1	1	3	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	1	1	1	1	1	4	2
(null)	2729	1	1	1	2	1	2	1	2	3	1	1	2	1	1	1	1	2	2	1	1	1	1	1	2	2	1	2	1	1	1
(null)	2730	3	4	1	1	2	1	1	1	1	1	2	2	1	1	2	3	1	0	1	1	1	1	1	0	1	1	0	2	3	1
(null)	2731	2	1	1	3	1	2	1	1	3	1	1	1	1	2	1	1	2	3	0	1	1	1	2	1	1	1	2	1	1	1
(null)	2732	1	1	1	1	2	2	1	1	1	2	1	2	1	4	1	1	1	1	2	1	2	1	1	1	2	2	1	1	1	1
(null)	2733	2	1	1	2	1	1	1	2	2	1	1	1	1	1	3	1	1	0	2	1	1	1	1	2	1	2	3	1	2	1
(null)	2734	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	2	1	1	2	1	2	1	1	1	1
(null)	2735	1	2	1	1	1	1	1	1	1	3	2	2	1	2	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	3
(null)	2736	1	1	1	2	2	2	1	1	1	0	1	2	3	2	2	3	2	2	0	1	1	1	1	1	2	1	1	1	1	1
(null)	2737	1	1	1	1	3	1	1	1	1	1	1	3	1	2	2	4	1	1	1	1	2	1	2	1	1	1	1	1	1	1
(null)	2738	1	2	1	1	1	1	6	3	1	1	1	1	1	1	1	1	2	3	1	2	1	1	1	0	1	1	1	1	1	1
(null)	2739	1	1	2	1	1	3	1	2	1	1	1	1	1	2	1	1	2	2	3	1	2	1	1	1	1	1	1	1	2	1
(null)	2740	1	2	1	1	1	5	1	1	1	1	1	2	1	1	0	1	2	2	1	3	2	1	2	1	1	1	1	1	1	1
(null)	2741	1	1	1	2	1	2	1	1	1	1	1	2	2	1	1	2	2	1	1	2	1	1	1	1	1	1	2	2	2	2
(null)	2742	1	1	2	1	2	0	2	2	0	0	1	2	2	1	0	0	0	2	3	2	2	2	2	2	2	1	2	2	2	0
(null)	2743	1	2	1	2	1	1	1	2	1	2	1	1	1	1	1	1	2	1	2	1	2	3	1	1	2	1	1	2	1	1
(null)	2744	1	1	2	1	1	1	1	2	1	0	2	1	2	2	2	1	2	1	1	1	2	1	2	1	1	1	2	1	2	2
(null)	2745	1	4	2	2	2	1	1	3	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	2746	2	1	2	1	1	2	2	1	2	2	1	3	0	1	1	2	1	1	2	1	1	1	1	2	1	1	2	1	1	1
(null)	2747	1	1	1	3	1	1	2	3	1	2	1	3	1	1	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1
(null)	2748	1	1	1	1	2	1	1	4	1	2	1	2	2	1	2	1	0	1	2	2	1	1	1	3	1	1	1	1	1	1
(null)	2749	1	2	3	1	1	1	1	3	1	1	1	3	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	2	1
(null)	2750	0	0	0	0	4	0	1	2	0	0	0	5	0	4	0	2	5	1	0	0	0	0	0	2	2	0	0	1	0	12
(null)	2751	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	0	1	2	2	1	1	2	3	1	2	1	4	1	1
(null)	2752	1	3	1	1	1	3	2	3	2	2	1	1	1	1	1	1	0	1	1	1	2	1	1	1	1	2	1	2	1	1
(null)	2753	1	1	1	1	1	3	1	1	2	1	3	1	1	1	1	1	1	3	1	1	1	1	1	2	1	3	1	1	2	1
(null)	2754	1	2	1	1	1	1	1	1	1	2	1	1	2	1	0	2	1	3	1	3	1	1	1	1	3	2	1	1	2	1
(null)	2755	1	1	1	2	2	1	1	1	2	2	1	2	0	1	1	2	1	1	2	2	1	1	1	1	2	2	1	1	1	3
(null)	2756	0	0	0	0	0	0	0	0	1	3	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
(null)	2757	1	2	1	2	1	1	1	1	1	2	1	1	1	2	3	1	2	3	2	1	1	1	2	0	1	2	1	1	1	1
(null)	2758	1	1	1	1	1	1	1	1	1	4	2	2	1	3	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2
(null)	2759	1	1	1	1	2	2	1	1	3	1	1	2	1	1	1	1	2	2	1	1	2	1	1	2	2	1	1	1	1	1
(null)	2760	10	2	0	0	2	0	2	0	0	0	0	2	3	2	1	1	1	0	5	0	0	1	1	2	0	0	2	1	2	0
(null)	2761	1	1	1	1	2	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	3	1	2	1	2	1	2	1	2	1
(null)	2762	1	2	1	2	1	1	1	1	0	2	1	2	1	1	1	2	1	1	3	1	1	1	2	1	2	2	1	1	1	2
(null)	2763	2	2	1	1	1	2	1	2	2	1	1	1	1	1	3	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1
(null)	2764	0	1	2	2	2	2	1	1	1	1	1	1	1	1	1	2	0	1	1	0	1	1	2	2	1	2	1	4	1	3
(null)	2765	1	1	1	1	1	1	1	2	3	1	1	1	2	1	2	1	3	1	1	1	2	1	1	1	1	1	1	2	2	1
(null)	2766	1	1	2	2	1	3	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	2	1	1	1	1	3	1
(null)	2767	1	1	1	2	1	2	1	1	1	2	1	2	1	1	1	3	2	1	1	1	1	2	1	2	1	1	1	1	1	2
(null)	2768	1	2	1	1	1	2	2	1	1	1	1	2	1	1	1	2	3	1	1	1	1	1	1	1	1	3	1	1	2	1
(null)	2769	2	1	1	0	1	2	2	2	1	2	2	2	2	1	3	1	2	1	0	0	1	0	1	2	2	1	1	1	1	2
(null)	2770	2	1	1	1	1	1	1	2	1	1	1	1	2	1	3	1	0	1	3	1	1	1	1	1	1	1	3	1	2	2
(null)	2771	1	1	1	1	1	2	1	1	1	4	1	1	1	1	2	1	2	0	2	1	2	1	2	1	2	2	1	1	1	1
(null)	2772	1	2	1	1	1	1	1	1	1	2	1	4	2	1	1	2	2	1	1	1	1	1	1	2	1	2	1	1	1	1
(null)	2773	0	4	1	1	1	2	1	2	1	3	1	1	2	1	1	1	0	0	1	2	2	2	2	0	1	1	2	1	1	2
(null)	2774	1	2	1	1	1	1	2	1	1	4	1	1	1	1	1	2	0	1	2	1	2	1	2	2	2	1	1	1	1	1
(null)	2775	1	1	1	4	1	1	1	1	1	3	1	1	2	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	2
(null)	2776	1	1	1	1	1	4	1	4	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1
(null)	2777	2	1	1	1	1	3	1	1	1	1	1	1	2	1	1	1	2	1	1	2	2	1	1	2	1	1	2	1	1	2
(null)	2778	1	1	1	6	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
(null)	2779	1	1	1	1	1	1	2	1	1	2	2	3	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	3	1	1
(null)	2780	1	2	1	1	2	2	1	2	1	1	1	2	1	1	1	1	0	3	1	2	2	2	1	1	1	2	1	1	1	1
(null)	2781	2	1	1	1	1	1	2	2	1	1	1	2	2	2	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2
(null)	2782	1	2	2	1	1	1	2	1	1	2	1	2	1	2	1	1	3	2	1	1	1	1	1	1	1	1	1	1	2	1
(null)	2783	2	2	1	1	1	2	1	3	1	1	1	1	1	1	2	2	1	3	2	1	1	1	2	0	1	1	1	1	1	1
(null)	2784	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	1	1	2	2	1	1	1	1	1
(null)	2785	2	3	1	1	1	1	1	1	1	1	1	3	0	1	2	1	2	1	1	0	1	1	3	2	2	3	1	1	0	1
(null)	2786	1	1	1	2	2	3	1	1	2	1	1	2	1	1	1	1	2	1	2	1	2	1	1	2	1	1	1	1	1	1
(null)	2787	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	1	1	2	1	1	1	1	2	2	1	2	1
(null)	2788	2	1	1	1	2	1	1	2	1	3	2	3	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1
(null)	2789	1	1	1	1	1	2	2	2	2	1	1	1	3	1	2	1	2	3	2	0	0	0	0	1	1	1	3	1	1	2
(null)	2790	1	2	1	3	3	1	1	1	2	0	1	1	2	1	3	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2
(null)	2791	0	3	1	1	2	2	2	1	1	2	1	1	1	1	1	1	1	0	2	3	1	1	2	1	2	1	2	1	1	1
(null)	2792	3	1	1	1	1	3	1	2	1	3	1	1	2	1	2	1	2	0	1	1	2	1	1	1	1	1	1	1	1	1
(null)	2793	0	1	1	2	1	1	1	2	2	1	1	2	4	1	0	3	1	1	2	1	1	2	2	0	1	0	1	2	2	1
(null)	2794	2	1	1	2	2	1	1	1	2	1	1	2	1	1	1	2	1	1	2	1	1	1	2	2	1	1	1	1	2	1
(null)	2795	1	1	1	1	1	1	1	1	1	5	3	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1
(null)	2796	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	2	3	1	1	1	2	1	1	1	1	1	3	1	2
(null)	2797	1	2	1	1	1	3	2	3	1	0	1	3	1	1	1	2	1	3	0	1	1	1	1	2	1	1	1	1	1	1
(null)	2798	1	3	1	2	3	3	2	1	1	1	1	1	1	3	0	1	0	0	1	1	1	1	1	1	1	1	4	1	1	1
(null)	2799	1	2	2	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	2	1	1
(null)	2800	0	2	2	1	1	1	1	1	1	1	1	1	4	2	1	1	1	1	1	2	1	1	2	3	2	1	1	1	1	1
(null)	2801	0	0	0	4	0	0	3	0	1	1	2	1	6	0	0	0	2	3	2	0	0	0	0	1	2	0	11	1	0	0
(null)	2802	1	1	1	2	1	1	1	1	1	0	1	1	1	1	1	2	2	1	2	1	3	1	3	2	1	1	1	1	1	3
(null)	2803	1	2	1	1	2	1	1	1	1	1	1	2	2	1	1	2	1	2	3	1	1	1	1	2	2	1	1	1	1	1
(null)	2804	0	1	1	1	1	1	2	1	1	2	1	2	1	1	1	4	1	2	1	1	1	2	1	1	3	1	1	1	2	1
(null)	2805	2	1	1	1	3	1	2	3	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	0	1	2	1
(null)	2806	1	1	1	1	1	1	2	1	1	1	1	1	2	1	3	1	2	1	2	1	1	1	1	2	2	2	2	1	1	1
(null)	2807	1	2	1	1	1	1	1	2	1	1	1	3	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	3	2	1
(null)	2808	1	1	1	3	1	2	1	1	2	1	1	1	2	1	1	1	2	3	1	1	2	2	1	1	1	1	1	1	1	1
(null)	2809	1	1	1	1	2	1	1	1	1	3	1	1	1	1	2	2	1	1	1	1	2	2	1	2	1	1	1	2	1	2
(null)	2810	1	1	2	1	1	1	1	2	1	2	1	2	1	1	1	2	2	1	1	1	1	1	4	1	1	1	1	1	2	1
(null)	2811	3	2	1	2	1	0	2	2	1	1	1	2	2	1	1	2	3	2	2	0	0	0	1	1	1	1	2	1	1	1
(null)	2812	1	1	1	2	1	1	2	2	2	1	1	2	1	1	1	1	1	2	2	1	2	1	2	1	3	1	0	1	1	1
(null)	2813	2	1	1	2	1	1	1	2	1	1	2	1	2	2	1	2	1	1	0	1	1	2	2	1	1	1	2	1	1	2
(null)	2814	2	1	1	0	1	0	1	2	1	0	1	3	2	1	2	2	3	1	0	2	1	2	2	2	0	1	2	2	1	1
(null)	2815	2	2	1	1	1	2	1	1	1	2	1	1	1	1	2	1	3	1	1	2	1	2	1	1	1	1	1	1	2	1
(null)	2816	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	5	1
(null)	2817	0	1	1	1	1	0	1	1	1	3	1	2	1	4	1	1	1	1	1	1	1	1	1	2	3	3	1	1	2	1
(null)	2818	1	1	1	1	1	2	1	1	3	1	1	1	1	1	1	1	3	0	1	2	1	3	2	1	1	1	1	1	2	2
(null)	2819	1	2	1	1	1	1	1	1	1	2	1	2	1	1	2	1	3	1	1	1	1	1	1	1	1	2	1	2	1	3
(null)	2820	1	1	3	1	1	1	1	2	2	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2
(null)	2821	1	2	1	1	2	3	1	1	1	2	1	1	1	1	1	1	1	2	1	2	3	1	1	1	1	1	2	1	1	1
(null)	2822	1	1	1	3	1	1	1	2	2	2	1	1	1	2	1	2	2	1	1	1	2	2	1	1	1	1	1	1	1	1
(null)	2823	1	1	1	1	1	1	1	2	1	3	1	4	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	1	1	1
(null)	2824	1	1	1	3	1	5	1	1	2	2	2	2	1	0	1	0	2	2	1	1	1	1	1	1	1	1	1	1	1	1
(null)	2825	1	1	1	1	1	2	2	1	1	1	1	1	3	3	3	1	2	1	1	1	1	2	2	0	1	0	1	1	1	2
(null)	2826	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	3	3	1	2
(null)	2827	1	1	2	1	1	1	1	2	1	2	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	3	2	2
(null)	2828	1	1	2	1	1	2	1	1	1	2	1	5	1	1	1	1	2	1	1	2	1	1	1	2	1	1	0	1	1	2
(null)	2829	1	1	1	1	2	1	1	1	2	2	1	3	1	1	1	2	2	2	1	1	1	2	1	0	1	1	1	1	1	3
(null)	2830	1	0	1	2	1	1	1	1	2	2	2	2	1	1	1	2	1	2	1	2	3	1	1	1	1	1	1	1	1	2
(null)	2831	2	3	1	1	1	1	0	2	1	2	1	1	2	0	0	0	1	1	2	2	1	2	3	0	1	2	3	1	2	1
(null)	2832	1	1	1	1	1	3	1	2	1	1	1	4	1	1	1	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1
(null)	2833	1	2	1	2	1	1	1	1	1	3	2	1	2	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	2	1
(null)	2834	1	2	1	1	2	0	1	1	1	0	2	1	2	1	1	1	1	1	1	1	3	3	1	2	2	1	3	1	1	1
(null)	2835	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	3	1	1	1	1	2	2	1	1	1	1	1	4	1
(null)	2836	1	1	1	1	1	2	1	3	2	2	2	1	0	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	3
(null)	2837	1	2	1	2	2	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	3
(null)	2838	1	3	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	3	1	3	1	2	1	2	1	1	1	1	1
(null)	2839	1	2	2	2	2	1	2	1	1	0	1	1	1	1	1	2	1	1	1	2	1	3	2	1	2	2	1	0	1	1
(null)	2840	0	2	5	1	0	2	0	0	2	1	0	0	3	2	1	4	4	0	0	0	0	0	0	1	2	1	4	2	1	2
(null)	2841	1	0	1	1	1	1	2	1	1	1	1	2	1	1	0	2	1	3	2	2	1	1	1	1	1	1	5	1	2	1
(null)	2842	2	1	1	2	2	0	1	1	1	1	1	2	1	1	2	1	2	1	2	1	1	1	2	1	2	2	2	1	1	1
(null)	2843	1	2	1	1	2	1	1	1	1	2	2	1	1	1	1	1	3	2	2	2	1	1	1	1	1	2	1	1	1	1
(null)	2844	1	2	0	2	3	1	1	1	1	0	1	2	2	1	1	1	1	1	2	1	1	2	2	1	1	1	1	3	2	1
(null)	2845	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	4	2	2	1	2	1	1	1	1	2	1	2	1	1
(null)	2846	1	1	2	2	3	2	2	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1	2	0	1	1	1	1	1
(null)	2847	2	2	1	1	2	1	1	1	1	2	2	1	1	1	1	1	3	1	1	2	1	2	1	1	1	1	2	1	1	1
(null)	2848	2	1	1	3	2	1	2	1	1	4	1	2	1	1	0	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1
(null)	2849	2	2	3	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	2	1	1	1	2	1
(null)	2850	1	1	1	1	1	2	1	1	3	3	1	1	1	2	1	1	1	1	2	1	3	1	1	2	1	1	1	1	1	1
(null)	2851	1	2	2	1	1	1	1	1	2	2	1	1	1	1	1	0	2	1	2	1	1	1	1	2	1	3	1	1	3	1
(null)	2852	1	2	2	1	1	0	1	1	1	2	1	3	1	1	3	2	2	0	0	2	1	1	3	1	1	1	2	1	1	1
(null)	2853	2	1	1	1	1	1	3	1	3	2	1	1	1	2	1	1	1	1	1	0	1	1	1	1	2	1	2	3	1	1
(null)	2854	1	1	2	2	2	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	2	2	2	1	2	1
(null)	2855	1	1	2	1	1	4	1	2	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	2	1	1	1	1	1	1
(null)	2856	1	1	1	2	3	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	2	1	1	2	2	1	2	1	1	1
(null)	2857	1	1	0	2	1	2	2	1	1	1	2	2	1	2	2	1	2	1	1	2	1	2	1	1	1	1	1	1	1	2
(null)	2858	1	1	0	1	1	1	2	1	1	1	2	3	3	2	3	1	2	2	2	0	0	0	0	3	1	1	2	1	1	1
(null)	2859	1	1	1	3	1	1	1	1	1	1	2	3	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	2	2	2
(null)	2860	3	1	1	2	1	1	1	1	1	3	1	1	3	1	1	2	1	0	1	1	1	1	1	1	1	1	3	2	1	1
(null)	2861	2	2	1	1	1	2	1	1	3	1	2	2	1	1	1	1	0	1	2	1	1	1	1	1	1	1	2	2	1	2
(null)	2862	1	1	4	1	1	1	1	2	1	1	2	2	1	1	1	1	2	1	1	1	1	1	2	2	2	1	1	1	1	1
(null)	2863	1	1	2	1	1	1	1	1	1	2	1	1	1	2	3	1	2	2	1	2	1	1	2	1	2	1	1	1	1	1
(null)	2864	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	2	2	2	1	1	1	1	1	2	3	1	1	1	1	2
(null)	2865	1	3	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	3	1	1	2	1	2	1	1	1	1	1	1	2
(null)	2866	2	2	2	1	2	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1
(null)	2867	1	1	1	2	1	2	1	2	1	5	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1
(null)	2868	1	4	1	1	1	1	1	1	2	1	2	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	2	1	1
(null)	2869	1	1	1	2	2	1	1	2	1	2	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	3	1	1
(null)	2870	1	1	1	2	1	1	2	2	1	1	1	2	1	2	1	2	2	1	1	3	1	1	1	1	1	1	2	1	1	1
(null)	2871	1	1	1	1	2	1	2	2	1	1	1	1	0	1	1	3	1	2	3	2	0	2	1	1	2	1	1	1	2	1
(null)	2872	1	1	1	2	1	2	1	1	1	1	1	2	1	2	1	1	3	1	0	1	1	2	1	2	1	1	1	3	2	1
(null)	2873	1	1	1	1	1	6	1	1	1	1	2	1	1	1	1	1	0	2	1	1	1	2	1	1	1	1	1	1	4	1
(null)	2874	1	2	2	1	1	2	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	1	2	1	2	1
(null)	2875	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	1	2	1	1	1	1	1	1	1	1	1	2	1	5	1
(null)	2876	2	1	1	3	1	1	1	1	1	2	3	1	3	1	2	1	1	1	0	2	1	1	1	1	1	2	1	1	1	1
(null)	2877	1	2	1	2	1	0	2	1	1	1	1	1	1	1	1	2	2	2	0	1	2	1	3	3	1	1	2	1	1	1
(null)	2878	1	1	1	2	0	1	2	2	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	1	1	1	2	3	2	2
(null)	2879	2	1	1	1	1	1	2	2	1	3	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1
(null)	2880	1	1	1	2	1	2	1	2	1	1	1	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2
(null)	2881	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	4	1	1	1	1	1	2	1	1	1	2	1	1	3	1
(null)	2882	1	1	2	1	1	2	1	1	1	3	1	2	2	2	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1
(null)	2883	1	1	1	1	2	2	1	2	1	1	1	2	1	2	3	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1
(null)	2884	1	1	1	1	2	1	1	1	1	2	1	3	1	3	1	1	2	2	2	1	2	1	1	1	1	1	1	1	1	1
(null)	2885	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	1	2	2	1	1	1	1	1	4
(null)	2886	6	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1
(null)	2887	1	2	3	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	1	2	1	2	1	1	1	2	1	1	1	1
(null)	2888	1	1	1	1	1	2	2	1	2	0	1	2	1	1	2	1	3	1	1	1	1	2	2	1	1	2	2	1	1	1
(null)	2889	2	1	1	1	2	1	2	1	1	2	1	2	1	1	1	1	1	1	1	2	2	1	1	1	2	1	3	1	1	1
(null)	2890	1	3	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1	3	2
(null)	2891	1	1	1	2	1	0	1	1	1	2	1	1	1	3	1	2	2	1	1	1	1	1	3	2	1	1	1	1	1	3
(null)	2892	2	4	1	2	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1
(null)	2893	1	1	1	2	1	1	7	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
(null)	2894	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	5	2	1	1	1	1	1	1	2	1	1	1	1	2	2
(null)	2895	1	2	1	2	1	2	2	2	1	2	1	2	1	1	0	1	1	1	3	1	1	1	1	1	2	1	2	1	1	1
(null)	2896	2	2	1	1	2	1	1	1	1	3	1	2	1	1	1	1	2	2	2	1	1	1	1	1	2	1	1	1	1	1
(null)	2897	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	2	1	1	2	1	2	1	1	2	4	1	1	1	1
(null)	2898	1	1	1	1	1	1	1	1	1	6	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1
(null)	2899	1	2	1	1	2	1	1	3	1	1	1	1	1	1	2	2	1	1	0	1	2	1	1	1	1	1	2	1	1	4
(null)	2900	2	1	1	2	1	1	1	2	3	3	2	2	1	2	1	1	2	1	1	1	1	1	1	1	0	1	1	1	1	1
(null)	2901	0	2	1	1	1	1	2	1	3	1	1	2	1	1	1	3	0	0	2	1	1	1	1	3	1	1	1	3	1	2
(null)	2902	1	1	2	2	1	1	0	1	1	1	1	2	2	1	1	1	1	2	1	2	1	2	1	2	1	2	1	1	2	2
(null)	2903	2	1	1	1	2	1	1	2	1	1	1	4	1	2	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1
(null)	2904	2	1	1	1	1	2	1	1	1	3	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	2	1	3	1
(null)	2905	1	1	1	2	1	2	1	1	2	2	2	1	1	1	1	1	2	1	2	1	1	2	2	2	1	1	1	1	1	1
(null)	2906	2	1	1	1	2	1	1	2	1	0	1	1	1	2	1	2	1	2	1	1	2	1	2	2	2	1	1	1	2	1
(null)	2907	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	3	2	1
(null)	2908	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	2	1	2	2	1	2	1	1	1	1	4	1	1
(null)	2909	1	2	2	1	2	1	2	2	1	3	1	1	2	1	1	0	2	2	2	1	1	1	1	0	1	1	1	1	2	1
(null)	2910	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	1	2	1	1	1	2	2	1	3	1	1	1
(null)	2911	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	2	1	1	1	1	1	1	1	2	1	2	4	1	1	2
(null)	2912	1	2	1	1	1	2	1	2	2	1	2	1	1	1	2	1	2	1	2	2	1	2	1	1	1	1	1	1	1	1
(null)	2913	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	6	2	2	2	2	1	1	1	1	1	1	1	1
(null)	2914	1	1	1	1	2	2	1	2	1	2	1	3	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1
(null)	2915	1	1	3	1	2	3	2	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	2
(null)	2916	1	1	1	1	1	1	1	3	2	1	1	2	1	1	1	1	1	5	1	1	2	1	1	1	1	1	1	1	1	2
(null)	2917	1	1	2	2	1	1	1	1	1	1	1	2	2	1	2	1	2	1	1	1	3	1	2	1	1	1	1	2	1	1
(null)	2918	3	2	1	1	1	1	3	1	1	1	1	2	1	1	1	1	2	2	1	1	2	1	1	1	1	1	2	1	1	1
(null)	2919	1	2	1	1	2	2	2	1	1	1	1	1	1	1	1	2	2	1	1	2	1	2	1	2	1	1	1	1	1	2
(null)	2920	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	2	2	1	2	1	2	1	1	2	3	1	1	1	1	1
